id_municipio,municipio_nome,municipio_cetesb,agencia,endereco,numero,bairro,municipio_sede,cep,telefone,fax,email,url
3524006,Itupeva,ITUPEVA,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITUPEVA
3524105,Ituverava,ITUVERAVA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=ITUVERAVA
3524204,Jaborandi,JABORANDI,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JABORANDI
3524303,Jaboticabal,JABOTICABAL,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JABOTICABAL
3524402,Jacareí,JACAREÍ,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JACARE%CD
3524501,Jaci,JACI,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JACI
3524600,Jacupiranga,JACUPIRANGA,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JACUPIRANGA
3524709,Jaguariúna,JAGUARIÚNA,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JAGUARI%DANA
3524808,Jales,JALES,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JALES
3524907,Jambeiro,JAMBEIRO,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JAMBEIRO
3525003,Jandira,JANDIRA,Agência Ambiental de Osasco,Rua Anete Queiroz Lacerda,80,Jd. Bonfiglioli,São Paulo,05591-080,(11) 3721-9600,(11) 3721-9600,osasco_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JANDIRA
3525102,Jardinópolis,JARDINÓPOLIS,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JARDIN%D3POLIS
3525201,Jarinu,JARINU,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JARINU
3525300,Jaú,JAÚ,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JA%DA
3525409,Jeriquara,JERIQUARA,Agência Ambiental de Franca,Av. Dr. Flávio Rocha,4551,Pq. dos Pinhais,Franca,14405-600,(16) 3724-5922,(16) 3724-5922,franca_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JERIQUARA
3525508,Joanópolis,JOANÓPOLIS,Agência Ambiental de Atibaia,Rua Castro Fafe,295,Centro,Atibaia,12940-440,(11) 4411-6466,(11) 4411-6466,atibaia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JOAN%D3POLIS
3525607,João Ramalho,JOÃO RAMALHO,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JO%C3O%20RAMALHO
3525706,José Bonifácio,JOSÉ BONIFÁCIO,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JOS%C9%20BONIF%C1CIO
3525805,Júlio Mesquita,JÚLIO MESQUITA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=J%DALIO%20MESQUITA
3525854,Jumirim,JUMIRIM,Agência Ambiental de Itu,Rua Santa Rita,1165,Centro,Itu,13300-065,(11) 4013-3419,(11) 4013-3419,itu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JUMIRIM
3525904,Jundiaí,JUNDIAÍ,Agência Ambiental de Jundiaí,Rua Joao Ferrara,555,Jd. Pitangueiras II,Jundiaí,13206-714,(11) 4817-1898,(11) 4587-3597,jundiai_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JUNDIA%CD
3526001,Junqueirópolis,JUNQUEIRÓPOLIS,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JUNQUEIR%D3POLIS
3526100,Juquiá,JUQUIÁ,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JUQUI%C1
3526209,Juquitiba,JUQUITIBA,Agência Ambiental de Embu das Artes,Avenida Joao Paulo I,495,Jd. Sao Luiz,Embu Das Artes,06816-550,(11) 4704-8835,(11) 4704-8835,embu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=JUQUITIBA
3526308,Lagoinha,LAGOINHA,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LAGOINHA
3526407,Laranjal Paulista,LARANJAL PAULISTA,Agência Ambiental de Botucatu,Rua Lourenço Carmelo,180,Jardim Paraíso,Botucatu,18610-265,(14) 3882-1134,(14) 3882-1134,botucatu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LARANJAL%20PAULISTA
3526506,Lavínia,LAVÍNIA,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LAV%CDNIA
3526605,Lavrinhas,LAVRINHAS,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LAVRINHAS
3526704,Leme,LEME,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LEME
3526803,Lençóis Paulista,LENÇÓIS PAULISTA,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LEN%C7%D3IS%20PAULISTA
3526902,Limeira,LIMEIRA,Agência Ambiental de Limeira,Av. Vitório Bortolan,1450,Pq. Abílio Pedro,Limeira,13483-132,(19) 3451-6203,(19) 3451-6203,limeira_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LIMEIRA
3527009,Lindóia,LINDÓIA,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LIND%D3IA
3527108,Lins,LINS,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LINS
3527207,Lorena,LORENA,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LORENA
3527256,Lourdes,LOURDES,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LOURDES
3527306,Louveira,LOUVEIRA,Agência Ambiental de Campinas,Av. Brasil,2340,Jd. Chapadão,Campinas,13070-178,(19) 3241-1744,( ) -,campinas_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LOUVEIRA
3527405,Lucélia,LUCÉLIA,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LUC%C9LIA
3527504,Lucianópolis,LUCIANÓPOLIS,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LUCIAN%D3POLIS
3527603,Luís Antônio,LUÍS ANTÔNIO,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LU%CDS%20ANT%D4NIO
3527702,Luiziânia,LUIZIÂNIA,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LUIZI%C2NIA
3527801,Lupércio,LUPÉRCIO,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LUP%C9RCIO
3527900,Lutécia,LUTÉCIA,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=LUT%C9CIA
3528007,Macatuba,MACATUBA,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MACATUBA
3528106,Macaubal,MACAUBAL,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MACAUBAL
3528205,Macedônia,MACEDÔNIA,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MACED%D4NIA
3528304,Magda,MAGDA,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAGDA
3528403,Mairinque,MAIRINQUE,Agência Ambiental de Itu,Rua Santa Rita,1165,Centro,Itu,13300-065,(11) 4013-3419,(11) 4013-3419,itu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAIRINQUE
3528502,Mairiporã,MAIRIPORÃ,Agência Ambiental de Guarulhos,Avenida Papa Joao XXIII,219,Parque Renato Maia,Guarulhos,07114-100,(11) 2087-2010,(11) -,guarulhos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAIRIPOR%C3
3528601,Manduri,MANDURI,Agência Ambiental de Avaré,Av Governador Mário Covas,525,Vila Industrial,Avaré,18705-851,(14) 3732-4900,( ) -,avare_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MANDURI
3528700,Marabá Paulista,MARABÁ PAULISTA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARAB%C1%20PAULISTA
3528809,Maracaí,MARACAÍ,Agência Ambiental de Assis,Via Chico Mendes,75,Quinta dos Flamboyants,Assis,19810-005,(18) 3324-4177,(18) 3324-4177,assis_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARACA%CD
3528858,Marapoama,MARAPOAMA,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARAPOAMA
3528908,Mariápolis,MARIÁPOLIS,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARI%C1POLIS
3529005,Marília,MARÍLIA,Agência Ambiental de Marília,Rua Santa Helena,436,Jd. Alvorada,Marília,17513-322,(14) 3422-4666,(14) 3422-4666,marilia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAR%CDLIA
3529104,Marinópolis,MARINÓPOLIS,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARIN%D3POLIS
3529203,Martinópolis,MARTINÓPOLIS,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MARTIN%D3POLIS
3529302,Matão,MATÃO,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAT%C3O
3529401,Mauá,MAUÁ,Agência Ambiental do ABC I,Rua dos Vianas,625,Baeta Neves,São Bernardo Do Campo,09760-040,(11) 4123-4555,(11) 4123-4555,abc1_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MAU%C1
3529500,Mendonça,MENDONÇA,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MENDON%C7A
3529609,Meridiano,MERIDIANO,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MERIDIANO
3529658,Mesópolis,MESÓPOLIS,Agência Ambiental de Jales,Rua Nova Iorque,1016,Jardim Monterey,Jales,15703-326,(17) 3621-1042,(17) 3621-1042,jales_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MES%D3POLIS
3529708,Miguelópolis,MIGUELÓPOLIS,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIGUEL%D3POLIS
3529807,Mineiros do Tietê,MINEIROS DO TIETÊ,Agência Ambiental de Bauru,Av. Rodrigues Alves - Quadra 38,138,V. Coralina,Bauru,17030-000,(14) 3203-2058,(14) 3203-2344,bauru_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MINEIROS%20DO%20TIET%CA
3530003,Mira Estrela,MIRA ESTRELA,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRA%20ESTRELA
3529906,Miracatu,MIRACATU,Agência Ambiental de Registro,Rua Sao Bento,249,Jd. Sao Nicolau,Registro,11900-000,(13) 3822-3855,(13) 3822-4437,registro_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRACATU
3530102,Mirandópolis,MIRANDÓPOLIS,Agência Ambiental de Araçatuba,Rua Ten. Alcides Teodoro dos Santos,260,Aviação,Araçatuba,16055-557,(18) 3608-8053,(18) 3608-7197,aracatuba_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRAND%D3POLIS
3530201,Mirante do Paranapanema,MIRANTE DO PARANAPANEMA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRANTE%20DO%20PARANAPANEMA
3530300,Mirassol,MIRASSOL,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRASSOL
3530409,Mirassolândia,MIRASSOLÂNDIA,Agência Ambiental de São José do Rio Preto,Av. Floriano André Cabrera,,Res.Cidade Jardim- J.S. Marcos,São José Do Rio Preto,15081-490,(17) 3218-4300,(17) 3218-4300,riopreto_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MIRASSOL%C2NDIA
3530508,Mococa,MOCOCA,Agência Ambiental de São João da Boa Vista,Rua Marechal Deodoro,345,Centro,São João Da Boa Vista,13870-223,(19) 3633-1510,(19) 3633-1510,sjboavista_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOCOCA
3530706,Mogi Guaçu,MOGI GUAÇU,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOGI%20GUA%C7U
3530607,Moji das Cruzes,MOGI DAS CRUZES,Agência Ambiental de Mogi das Cruzes,Rua Francisco Franco,133,Centro,Mogi Das Cruzes,08710-590,(11) 4723-2130,( ) -,mogi_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOGI%20DAS%20CRUZES
3530805,Moji-Mirim,MOGI-MIRIM,Agência Ambiental de Mogi Guaçu,Rua Hugo Pancieira,400,Pedregulhal,Mogi Guaçu,13845-190,(19) 3818-0396,(19) 3818-0396,mogiguacu_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOGI-MIRIM
3530904,Mombuca,MOMBUCA,Agência Ambiental de Campinas,Av. Brasil,2340,Jd. Chapadão,Campinas,13070-178,(19) 3241-1744,( ) -,campinas_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOMBUCA
3531001,Monções,MONÇÕES,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MON%C7%D5ES
3531100,Mongaguá,MONGAGUÁ,Agência Ambiental de Santos,Rua Delfim Moreira,56,Embaré,Santos,11040-100,(13) 3227-7767,(13) 3227-7767,santos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONGAGU%C1
3531209,Monte Alegre do Sul,MONTE ALEGRE DO SUL,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20ALEGRE%20DO%20SUL
3531308,Monte Alto,MONTE ALTO,Agência Ambiental de Jaboticabal,Av. Angelo Morello,60,Jardim Santa Rosa,Jaboticabal,14875-290,(16) 3203-9400,(16) 3203-9400,jaboticabal_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20ALTO
3531407,Monte Aprazível,MONTE APRAZÍVEL,Agência Ambiental de Votuporanga,Av. Deputado Aureo Ferreira,1724,Vila Paes,Votuporanga,15500-112,(17) 3421-4004,(17) 3421-4004,votuporanga_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20APRAZ%CDVEL
3531506,Monte Azul Paulista,MONTE AZUL PAULISTA,Agência Ambiental de Barretos,Rua 30,564,Centro,Barretos,14780-120,(17) 3323-1790,( ) -,barretos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20AZUL%20PAULISTA
3531605,Monte Castelo,MONTE CASTELO,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20CASTELO
3531803,Monte Mor,MONTE MOR,Agência Ambiental de Campinas,Av. Brasil,2340,Jd. Chapadão,Campinas,13070-178,(19) 3241-1744,( ) -,campinas_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTE%20MOR
3531704,Monteiro Lobato,MONTEIRO LOBATO,Agência Ambiental de São José dos Campos,Av. Olivo Gomes,100,Pq. da Cidade/Santana,São José Dos Campos,12211-115,(12) 3911-9536,(12) 3911-9536,sjcampos_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MONTEIRO%20LOBATO
3531902,Morro Agudo,MORRO AGUDO,Agência Ambiental de Ribeirão Preto,Av. Presidente Kennedy,1760,Ribeirânia,Ribeirão Preto,14096-350,(16) 3617-4700,(16) 3617-4207,ribeirao_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MORRO%20AGUDO
3532009,Morungaba,MORUNGABA,Agência Ambiental de Paulínia,Rua Angelo Varandas,550,Jd. Santa Terezinha,Paulínia,13140-802,(19) 3844-0466,(19) 3844-0466,paulinia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MORUNGABA
3532058,Motuca,MOTUCA,Agência Ambiental de Araraquara,Av. Castro Alves,1271,Carmo,Araraquara,14800-140,(16) 3332-2211,(16) 3332-2211,araraquara_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MOTUCA
3532108,Murutinga do Sul,MURUTINGA DO SUL,Agência Ambiental de Dracena,Rua Tomé de Souza,438,Centro,Dracena,17900-000,(18) 3822-3166,(18) 3822-3166,dracena_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=MURUTINGA%20DO%20SUL
3532157,Nantes,NANTES,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=NANTES
3532207,Narandiba,NARANDIBA,Agência Ambiental de Presidente Prudente,Rua Joao Gonçalves Foz,1736A,Jardim das Rosas,Presidente Prudente,19060-050,(18) 3223-5001,( ) -,prudente_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=NARANDIBA
3532306,Natividade da Serra,NATIVIDADE DA SERRA,Agência Ambiental de Taubaté,Av. Itambé,38,Sta. Luzia,Taubaté,12091-200,(12) 3634-8222,(12) 3634-8234,taubate_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=NATIVIDADE%20DA%20SERRA
3532405,Nazaré Paulista,NAZARÉ PAULISTA,Agência Ambiental de Atibaia,Rua Castro Fafe,295,Centro,Atibaia,12940-440,(11) 4411-6466,(11) 4411-6466,atibaia_cetesb@sp.gov.br,https://licenciamento.cetesb.sp.gov.br/municipioss.asp?muni=NAZAR%C9%20PAULISTA
